SRC_NAME,CODE,SRC_TYPE,SRC_WEIGHT,DEP_BEST,DEP_UPPER,DEP_LOWER,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BETA_BEST,BETA_LOWER,BETA_UPPER,BETA_FIX,BETA_FIX_S,YCOMP,MCOMP,YMAX,SHEEF_FILE
NOFR  -  NOOTKA FAULT,NOFR,area,1.0,10.0,5.0,15.0,4.8,2.4,7.0,6.9,7.3,2652.764,2957.810,2375.851,1.961436,2.021421,1.901452,-99.0,-99.0,1982;1965;1956;1940;1917;1899,2.5;3.3;3.8;4.8;5.3;6.8,2015.0,FULL
OFS  -  OFFSHORE,OFS,area,1.0,7.0,5.0,10.0,4.8,2.4,7.0,6.9,7.3,276582.9,365861.6,208797.8,2.317828,2.392619,2.243038,-99.0,-99.0,1965;1917;1899,4.3;5.3;6.8,2015.0,FULL
OLM  -  OLYMPIC MOUNTAINS,OLM,area,1.0,10.0,5.0,15.0,4.8,2.4,7.5,7.4,7.7,41.26956,52.45819,32.01638,1.290322,1.439418,1.141226,-99.0,-99.0,1976;1970;1956;1940;1917;1899;1860,2.5;2.8;3.8;4.8;5.3;5.8;7.3,2015.0,FULL
PGT  -  PUGET SOUND shallow,PGT,area,1.0,10.0,5.0,15.0,4.8,2.4,7.5,7.4,7.7,1478.309,1879.342,1158.105,2.230390,2.355305,2.105474,-99.0,-99.0,1976;1970;1956;1940;1917;1899;1860,2.5;2.8;3.8;4.8;5.3;5.8;7.3,2015.0,CRUST
ROCS  -  ROCKY MOUNTAIN FOLD/THRUST BELT SOUTH,ROCS,area,1.0,10.0,5.0,15.0,4.8,2.4,7.2,7.0,7.7,6559.931,13347.04,3185.754,2.637289,2.908059,2.366519,-99.0,-99.0,1982;1965;1940;1917;1899,3.1;3.3;5.3;5.8;6.8,2015.0,FULL
SBC  -  SOUTHERN BRITISH COLUMBIA,SBC,area,1.0,10.0,5.0,15.0,4.8,2.4,7.2,6.9,7.5,1380.656,3045.513,612.5910,2.441558,2.763177,2.119939,-99.0,-99.0,1966;1965;1960;1940;1917;1899,3.0;3.3;4.3;4.8;5.3;5.8,2015.0,FULL
VICM  -   VANCOUVER ISLAND COAST MOUNTAINS,VICM,area,1.0,10.0,5.0,15.0,4.8,2.4,7.5,7.4,7.7,356.2026,490.6351,256.0182,2.017145,2.190843,1.843446,-99.0,-99.0,1976;1970;1956;1940;1917;1899;1860,2.5;2.8;3.8;4.8;5.3;5.8;7.3,2015.0,CRUST
SCCWCH Geological Survey of Canada magnitude recurrence parameters,SCCWCH,area,1.0,10.0,5.0,20.0,4.8,2.4,7.0,6.8,7.2,25743.06,96577.88,6238.068,2.933333,3.358908,2.507758,-99.0,-99.0,1965;1951;1935;1917,3.9;5.5;6.0;6.3,2015.0,FULL
WLB - Williston Basin,WLB,area,1.0,10.0,5.0,20.0,4.8,2.4,7.0,6.8,7.2,1e-30,32.06,2.85,nan,2.2144,0.9149,-99.0,-99.0,1982;1975;1963;1953;1900;1850,2.4;2.8;3.3;4.3;4.8;6.0,2015.0,FULL
RMTN - ROCKY MOUNTAIN TRENCH MID,RMTM,area,1.0,10.0,5.0,15.0,4.8,2.4,7.2,7.0,7.7,70.02383,492.7257,9.804869,1.818181,2.580028,1.056335,-99.0,-99.0,1982;1965;1940;1917;1899,3.1;3.3;5.3;5.8;6.8,2015.0,FULL
RMTS  -  ROCKY MOUNTAIN TRENCH SOUTH,RMTS,area,1.0,10.0,5.0,15.0,4.8,2.4,7.2,7.0,7.7,138.5139,301.4128,60.76054,1.833333,2.166871,1.499794,-99.0,-99.0,1982;1965;1940;1917;1899,3.1;3.3;5.3;5.8;6.8,2015.0,FULL
RMTN  -  ROCKY MOUNTAIN TRENCH NORTH,RMTN,area,1.0,10.0,5.0,15.0,4.8,2.4,7.8,7.4,8.0,61917.42,276795.7,13121.55,2.992125,3.437210,2.547041,-99.0,-99.0,1972;1965;1961;1951;1935;1917,4.0;4.3;5.0;5.5;6.0;6.3,2015.0,FULL
BCNC  -  BC NORTH COAST,CST,area,1.0,10.0,5.0,15.0,4.8,2.4,7.2,6.9,7.5,1577.155,28442.14,84.24768,2.608695,3.565747,1.651643,-99.0,-99.0,1972;1965;1940;1917;1899,3.6;4.3;5.3;5.8;6.8,2015.0,FULL
ELR - ESKIMO LAKES REGION,ELR,area,1.0,10.0,5.0,15.0,4.8,2.4,7.8,7.5,8.0,668.4899,2819.343,148.2453,2.105263,2.596643,1.613882,-99.0,-99.0,1965;1961;1951;1935;1917,4.2;5.0;5.5;6.0;6.8,2015.0,FULL
YUS - YUKON SOUTH,YUS2,area,1.0,10.0,5.0,15.0,4.8,2.4,7.8,7.4,8.0,3881.520,22717.22,615.8341,2.372881,2.898922,1.846840,-99.0,-99.0,1972;1965;1961;1951;1935;1917,4.0;4.3;5.0;5.5;6.0;6.3,2015.0,FULL
GTPE  -  GEORGIA STRAIT/PUGET SOUND EAST EAST (DEEP),GTPE,area,1.0,60.0,55.0,6.0,4.8,3.0,7.2,7.0,7.5,253.5792,1551.477,37.99210,2.307692,3.037154,1.578230,-99.0,-99.0,1976;1970;1956;1940;1917;1899;1860,2.5;2.8;3.8;4.8;5.3;5.8;6.8,2015.0,DEEP
GTPW  -  GEORGIA STRAIT/PUGET SOUND WEST (DEEP),GTPW,area,1.0,50.0,45.0,55.0,4.8,3.5,7.2,7.0,7.5,198.5401,396.3192,96.35255,1.681702,1.938443,1.424961,-99.0,-99.0,1976;1970;1956;1940;1917;1899;1860,2.5;2.8;3.8;4.8;5.3;5.8;6.8,2015.0,DEEP
